PDF_Page,Province,District,Item,Year,area_000_hectares,production_000_tonnes,hg/ha_yield
16,Punjab ,Attock,Wheat,1981-82,265.1,217.2,819.3134666
16,Punjab ,Attock,Wheat,1982-83,262.7,260.9,993.1480777
16,Punjab ,Attock,Wheat,1983-84,248.9,216.2,868.6219365
16,Punjab ,Attock,Wheat,1984-85,161,148.6,922.9813665
16,Punjab ,Attock,Wheat,1985-86,172.4,228.1,1323.085847
16,Punjab ,Attock,Wheat,1986-87,167.9,179.5,1069.088743
16,Punjab ,Attock,Wheat,1987-88,140,119.3,852.1428571
16,Punjab ,Attock,Wheat,1988-89,168.7,185.9,1101.956135
16,Punjab ,Attock,Wheat,1989-90,162.3,198.7,1224.276032
16,Punjab ,Attock,Wheat,1990-91,157,214,1363.057325
16,Punjab ,Attock,Wheat,1991-92,161.5,224.8,1391.950464
16,Punjab ,Attock,Wheat,1992-93,165.9,214.6,1293.550332
16,Punjab ,Attock,Wheat,1993-94,146.5,159.6,1089.419795
16,Punjab ,Attock,Wheat,1994-95,154.6,187.7,1214.100906
16,Punjab ,Attock,Wheat,1995-96,151.4,220.1,1453.764861
16,Punjab ,Attock,Wheat,1996-97,155.8,159.7,1025.032092
16,Punjab ,Attock,Wheat,1997-98,156.2,267.7,1713.828425
16,Punjab ,Attock,Wheat,1998-99,161.1,246.08,1527.498448
16,Punjab ,Attock,Wheat,1999-00,168.8,247.77,1467.831754
16,Punjab ,Attock,Wheat,2000-01,141.6,97.1,685.7344633
16,Punjab ,Attock,Wheat,2001-02,126.3,98.5,779.8891528
16,Punjab ,Attock,Wheat,2002-03,127.9,195,1524.628616
16,Punjab ,Attock,Wheat,2003-04,139.6,186.1,1333.094556
16,Punjab ,Attock,Wheat,2004-05,147.3,274.8,1865.580448
16,Punjab ,Attock,Wheat,2005-06,149.7,249.5,1666.666667
16,Punjab ,Attock,Wheat,2006-07,158.2,321,2029.077118
16,Punjab ,Attock,Wheat,2007-08,157,200.3,1275.796178
16,Punjab ,Attock,Wheat,2008-09,161.1,274.5,1703.910615
16,Punjab ,Bhakkar,Wheat,1981-82,118.2,0,0
16,Punjab ,Bhakkar,Wheat,1982-83,118.2,156.7,1325.71912
16,Punjab ,Bhakkar,Wheat,1983-84,118.1,148.5,1257.408975
16,Punjab ,Bhakkar,Wheat,1984-85,108.1,132.1,1222.016651
16,Punjab ,Bhakkar,Wheat,1985-86,112.5,151.3,1344.888889
16,Punjab ,Bhakkar,Wheat,1986-87,121.4,157.8,1299.835255
16,Punjab ,Bhakkar,Wheat,1987-88,123.1,178.8,1452.47766
16,Punjab ,Bhakkar,Wheat,1988-89,131.9,202.2,1532.97953
16,Punjab ,Bhakkar,Wheat,1989-90,130.4,211.2,1619.631902
16,Punjab ,Bhakkar,Wheat,1990-91,127.5,212.3,1665.098039
16,Punjab ,Bhakkar,Wheat,1991-92,133.1,233.2,1752.066116
16,Punjab ,Bhakkar,Wheat,1992-93,133.9,221.2,1651.979089
16,Punjab ,Bhakkar,Wheat,1993-94,133.5,221.3,1657.677903
16,Punjab ,Bhakkar,Wheat,1994-95,140,249.1,1779.285714
16,Punjab ,Bhakkar,Wheat,1995-96,140.4,244.4,1740.740741
16,Punjab ,Bhakkar,Wheat,1996-97,134,250.1,1866.41791
16,Punjab ,Bhakkar,Wheat,1997-98,142.4,309.2,2171.348315
16,Punjab ,Bhakkar,Wheat,1998-99,132.7,260.3,1961.567445
16,Punjab ,Bhakkar,Wheat,1999-00,137.2,326.54,2380.029155
16,Punjab ,Bhakkar,Wheat,2000-01,140.4,314.7,2241.452991
16,Punjab ,Bhakkar,Wheat,2001-02,132.7,287.4,2165.787491
16,Punjab ,Bhakkar,Wheat,2002-03,131.1,319.5,2437.070938
16,Punjab ,Bhakkar,Wheat,2003-04,134.4,309.2,2300.595238
16,Punjab ,Bhakkar,Wheat,2004-05,144.5,356.4,2466.435986
16,Punjab ,Bhakkar,Wheat,2005-06,156.2,379.1,2427.016645
16,Punjab ,Bhakkar,Wheat,2006-07,155,367.2,2369.032258
16,Punjab ,Bhakkar,Wheat,2007-08,158.6,340,2143.757881
16,Punjab ,Bhakkar,Wheat,2008-09,168.7,383.5,2273.266153
16,Punjab ,Khushab,Wheat,1981-82,80.6,0,0
16,Punjab ,Khushab,Wheat,1982-83,92.7,117.1,1263.214671
16,Punjab ,Khushab,Wheat,1983-84,100,82.2,822
16,Punjab ,Khushab,Wheat,1984-85,96.3,94.7,983.3852544
16,Punjab ,Khushab,Wheat,1985-86,89,110.4,1240.449438
16,Punjab ,Khushab,Wheat,1986-87,89.5,81.9,915.0837989
16,Punjab ,Khushab,Wheat,1987-88,66.3,64.1,966.8174962
16,Punjab ,Khushab,Wheat,1988-89,81.8,89.8,1097.799511
16,Punjab ,Khushab,Wheat,1989-90,80.2,86.1,1073.566085
16,Punjab ,Khushab,Wheat,1990-91,80.5,92.1,1144.099379
16,Punjab ,Khushab,Wheat,1991-92,79.7,96.8,1214.55458
16,Punjab ,Khushab,Wheat,1992-93,78.9,90,1140.684411
16,Punjab ,Khushab,Wheat,1993-94,78.9,95.1,1205.323194
16,Punjab ,Khushab,Wheat,1994-95,75.3,107.2,1423.638778
16,Punjab ,Khushab,Wheat,1995-96,76.5,109.6,1432.679739
16,Punjab ,Khushab,Wheat,1996-97,76.1,107.7,1415.243101
16,Punjab ,Khushab,Wheat,1997-98,83,145.9,1757.831325
16,Punjab ,Khushab,Wheat,1998-99,76.5,130.06,1700.130719
16,Punjab ,Khushab,Wheat,1999-00,78.9,115.11,1458.935361
16,Punjab ,Khushab,Wheat,2000-01,71.6,105.7,1476.256983
16,Punjab ,Khushab,Wheat,2001-02,65.6,91.8,1399.390244
16,Punjab ,Khushab,Wheat,2002-03,71.2,120.7,1695.224719
16,Punjab ,Khushab,Wheat,2003-04,72.4,126,1740.331492
16,Punjab ,Khushab,Wheat,2004-05,86.6,170.7,1971.13164
16,Punjab ,Khushab,Wheat,2005-06,85.4,179.6,2103.044496
16,Punjab ,Khushab,Wheat,2006-07,86.2,170,1972.157773
16,Punjab ,Khushab,Wheat,2007-08,85.4,135.5,1586.651054
16,Punjab ,Khushab,Wheat,2008-09,83.3,148.6,1783.913565
16,Punjab ,Mianwali,Wheat,1981-82,129.9,326.1,2510.39261
16,Punjab ,Mianwali,Wheat,1982-83,127.1,152.8,1202.20299
16,Punjab ,Mianwali,Wheat,1983-84,116.2,132.7,1141.996558
16,Punjab ,Mianwali,Wheat,1984-85,118.6,123,1037.099494
16,Punjab ,Mianwali,Wheat,1985-86,113.3,143.1,1263.018535
16,Punjab ,Mianwali,Wheat,1986-87,124.6,153.5,1231.942215
16,Punjab ,Mianwali,Wheat,1987-88,119,150.9,1268.067227
16,Punjab ,Mianwali,Wheat,1988-89,131.5,182.4,1387.072243
16,Punjab ,Mianwali,Wheat,1989-90,128.6,179.8,1398.133748
16,Punjab ,Mianwali,Wheat,1990-91,136.4,198.9,1458.211144
16,Punjab ,Mianwali,Wheat,1991-92,140,210.6,1504.285714
16,Punjab ,Mianwali,Wheat,1992-93,147.3,200.3,1359.809912
16,Punjab ,Mianwali,Wheat,1993-94,151,214.6,1421.192053
16,Punjab ,Mianwali,Wheat,1994-95,143.3,211.2,1473.831124
16,Punjab ,Mianwali,Wheat,1995-96,142.4,221.3,1554.073034
16,Punjab ,Mianwali,Wheat,1996-97,140.4,216.5,1542.022792
16,Punjab ,Mianwali,Wheat,1997-98,154.6,281.1,1818.240621
16,Punjab ,Mianwali,Wheat,1998-99,151.4,287.5,1898.943197
16,Punjab ,Mianwali,Wheat,1999-00,146.9,237.78,1618.652144
16,Punjab ,Mianwali,Wheat,2000-01,144.9,217.1,1498.274672
16,Punjab ,Mianwali,Wheat,2001-02,136,240.8,1770.588235
16,Punjab ,Mianwali,Wheat,2002-03,142.5,278.7,1955.789474
16,Punjab ,Mianwali,Wheat,2003-04,145.7,295.8,2030.199039
16,Punjab ,Mianwali,Wheat,2004-05,148.5,330.7,2226.936027
16,Punjab ,Mianwali,Wheat,2005-06,165.1,339.3,2055.11811
16,Punjab ,Mianwali,Wheat,2006-07,173.2,360.1,2079.099307
16,Punjab ,Mianwali,Wheat,2007-08,165.9,304.4,1834.840265
16,Punjab ,Mianwali,Wheat,2008-09,175.7,332.8,1894.137735
16,Punjab ,Rawalpindi,Wheat,1981-82,115.8,107.9,931.7789292
16,Punjab ,Rawalpindi,Wheat,1982-83,123.8,151.8,1226.171244
16,Punjab ,Rawalpindi,Wheat,1983-84,117.4,122.9,1046.848382
16,Punjab ,Rawalpindi,Wheat,1984-85,117.4,111.3,948.0408859
16,Punjab ,Rawalpindi,Wheat,1985-86,118.2,160,1353.637902
16,Punjab ,Rawalpindi,Wheat,1986-87,123.5,149,1206.477733
16,Punjab ,Rawalpindi,Wheat,1987-88,115.7,74.9,647.3638721
16,Punjab ,Rawalpindi,Wheat,1988-89,117,111.9,956.4102564
16,Punjab ,Rawalpindi,Wheat,1989-90,118.5,145.6,1228.691983
16,Punjab ,Rawalpindi,Wheat,1990-91,119.4,206.4,1728.643216
16,Punjab ,Rawalpindi,Wheat,1991-92,117.8,181,1536.502547
16,Punjab ,Rawalpindi,Wheat,1992-93,121.8,162.5,1334.154351
16,Punjab ,Rawalpindi,Wheat,1993-94,118.6,94.2,794.2664418
16,Punjab ,Rawalpindi,Wheat,1994-95,119.8,170.3,1421.535893
16,Punjab ,Rawalpindi,Wheat,1995-96,123,192.2,1562.601626
16,Punjab ,Rawalpindi,Wheat,1996-97,121.8,138.2,1134.646962
16,Punjab ,Rawalpindi,Wheat,1997-98,122.2,238.9,1954.991817
16,Punjab ,Rawalpindi,Wheat,1998-99,124.2,213.72,1720.772947
16,Punjab ,Rawalpindi,Wheat,1999-00,125.5,201.96,1609.243028
16,Punjab ,Rawalpindi,Wheat,2000-01,114.1,71.2,624.0140228
16,Punjab ,Rawalpindi,Wheat,2001-02,108.5,106.5,981.5668203
16,Punjab ,Rawalpindi,Wheat,2002-03,109.3,174.1,1592.863678
16,Punjab ,Rawalpindi,Wheat,2003-04,111.3,175.5,1576.819407
16,Punjab ,Rawalpindi,Wheat,2004-05,117.4,224.9,1915.672913
16,Punjab ,Rawalpindi,Wheat,2005-06,112.5,194.8,1731.555556
16,Punjab ,Rawalpindi,Wheat,2006-07,115.3,229.8,1993.061578
16,Punjab ,Rawalpindi,Wheat,2007-08,108.9,174.7,1604.224059
16,Punjab ,Rawalpindi,Wheat,2008-09,115,207.8,1806.956522
16,Punjab ,Sargodha,Wheat,1981-82,203.5,397,1950.859951
16,Punjab ,Sargodha,Wheat,1982-83,210.4,393.8,1871.673004
16,Punjab ,Sargodha,Wheat,1983-84,209.6,343.2,1637.40458
16,Punjab ,Sargodha,Wheat,1984-85,203.1,372,1831.610044
16,Punjab ,Sargodha,Wheat,1985-86,207.2,410.9,1983.108108
16,Punjab ,Sargodha,Wheat,1986-87,215.3,382.7,1777.51974
16,Punjab ,Sargodha,Wheat,1987-88,216.1,416.2,1925.960204
16,Punjab ,Sargodha,Wheat,1988-89,208.8,429.1,2055.076628
16,Punjab ,Sargodha,Wheat,1989-90,212.4,442.9,2085.216573
16,Punjab ,Sargodha,Wheat,1990-91,208.4,433.8,2081.573896
16,Punjab ,Sargodha,Wheat,1991-92,203.6,440.3,2162.573674
16,Punjab ,Sargodha,Wheat,1992-93,205.6,420.1,2043.287938
16,Punjab ,Sargodha,Wheat,1993-94,198.3,415.1,2093.29299
16,Punjab ,Sargodha,Wheat,1994-95,194.7,423.6,2175.654854
16,Punjab ,Sargodha,Wheat,1995-96,197.1,450.2,2284.119736
16,Punjab ,Sargodha,Wheat,1996-97,195.9,401.6,2050.025523
16,Punjab ,Sargodha,Wheat,1997-98,178.5,390.7,2188.795518
16,Punjab ,Sargodha,Wheat,1998-99,174.4,365.68,2096.788991
16,Punjab ,Sargodha,Wheat,1999-00,188.6,477.1,2529.692471
16,Punjab ,Sargodha,Wheat,2000-01,191,476.1,2492.670157
16,Punjab ,Sargodha,Wheat,2001-02,185.8,473.5,2548.439182
16,Punjab ,Sargodha,Wheat,2002-03,190.2,507,2665.615142
16,Punjab ,Sargodha,Wheat,2003-04,198.3,490.9,2475.542108
16,Punjab ,Sargodha,Wheat,2004-05,208.4,569.1,2730.806142
16,Punjab ,Sargodha,Wheat,2005-06,209.2,529.1,2529.1587
16,Punjab ,Sargodha,Wheat,2006-07,206.8,545.4,2637.330754
16,Punjab ,Sargodha,Wheat,2007-08,206.4,468.8,2271.317829
16,Punjab ,Sargodha,Wheat,2008-09,223.4,595.9,2667.412713
16,Punjab ,Jhelum,Wheat,1981-82,138.4,125.6,907.5144509
16,Punjab ,Jhelum,Wheat,1982-83,138,157.8,1143.478261
16,Punjab ,Jhelum,Wheat,1983-84,131.1,98.6,752.0976354
16,Punjab ,Jhelum,Wheat,1984-85,55.5,52.2,940.5405405
16,Punjab ,Jhelum,Wheat,1985-86,57,72.8,1277.192982
16,Punjab ,Jhelum,Wheat,1986-87,56.2,62.6,1113.879004
16,Punjab ,Jhelum,Wheat,1987-88,44.5,48.2,1083.146067
16,Punjab ,Jhelum,Wheat,1988-89,54.7,73.9,1351.005484
16,Punjab ,Jhelum,Wheat,1989-90,55.9,84.5,1511.627907
16,Punjab ,Jhelum,Wheat,1990-91,58.6,91.2,1556.313993
16,Punjab ,Jhelum,Wheat,1991-92,55.5,83.3,1500.900901
16,Punjab ,Jhelum,Wheat,1992-93,68.4,109.4,1599.415205
16,Punjab ,Jhelum,Wheat,1993-94,57.9,54.2,936.0967185
16,Punjab ,Jhelum,Wheat,1994-95,64.4,97.4,1512.42236
16,Punjab ,Jhelum,Wheat,1995-96,63.1,84.1,1332.805071
16,Punjab ,Jhelum,Wheat,1996-97,63.1,74.6,1182.250396
16,Punjab ,Jhelum,Wheat,1997-98,65.1,119.3,1832.565284
16,Punjab ,Jhelum,Wheat,1998-99,64.8,102.49,1581.635802
16,Punjab ,Jhelum,Wheat,1999-00,51.4,79.14,1539.688716
16,Punjab ,Jhelum,Wheat,2000-01,47.4,36.3,765.8227848
16,Punjab ,Jhelum,Wheat,2001-02,41.7,42.2,1011.990408
16,Punjab ,Jhelum,Wheat,2002-03,44.1,53,1201.814059
16,Punjab ,Jhelum,Wheat,2003-04,46.5,74.5,1602.150538
16,Punjab ,Jhelum,Wheat,2004-05,49,100.2,2044.897959
16,Punjab ,Jhelum,Wheat,2005-06,53.4,89,1666.666667
16,Punjab ,Jhelum,Wheat,2006-07,51.8,109.3,2110.03861
16,Punjab ,Jhelum,Wheat,2007-08,52.6,85.4,1623.574144
16,Punjab ,Jhelum,Wheat,2008-09,48.6,99.1,2039.09465
17,Punjab ,Faisalabad,Wheat,1981-82,255.8,786.7,3075.44957
17,Punjab ,Faisalabad,Wheat,1982-83,257.4,486.4,1889.66589
17,Punjab ,Faisalabad,Wheat,1983-84,253.7,435.6,1716.988569
17,Punjab ,Faisalabad,Wheat,1984-85,249.3,493.2,1978.33935
17,Punjab ,Faisalabad,Wheat,1985-86,260.6,589.6,2262.47122
17,Punjab ,Faisalabad,Wheat,1986-87,265.8,416.2,1565.838977
17,Punjab ,Faisalabad,Wheat,1987-88,256.5,440.9,1718.908382
17,Punjab ,Faisalabad,Wheat,1988-89,257.4,565.5,2196.969697
17,Punjab ,Faisalabad,Wheat,1989-90,260.2,506.4,1946.195234
17,Punjab ,Faisalabad,Wheat,1990-91,258.6,479.3,1853.441609
17,Punjab ,Faisalabad,Wheat,1991-92,260.2,548.4,2107.609531
17,Punjab ,Faisalabad,Wheat,1992-93,254.1,492.5,1938.213302
17,Punjab ,Faisalabad,Wheat,1993-94,257.4,564.1,2191.530692
17,Punjab ,Faisalabad,Wheat,1994-95,260.2,618.7,2377.786318
17,Punjab ,Faisalabad,Wheat,1995-96,260.6,559.8,2148.119724
17,Punjab ,Faisalabad,Wheat,1996-97,255,623.7,2445.882353
17,Punjab ,Faisalabad,Wheat,1997-98,246.5,574.1,2329.006085
17,Punjab ,Faisalabad,Wheat,1998-99,238.4,547.47,2296.434564
17,Punjab ,Faisalabad,Wheat,1999-00,253.7,770.64,3037.603469
17,Punjab ,Faisalabad,Wheat,2000-01,262.2,766.9,2924.866514
17,Punjab ,Faisalabad,Wheat,2001-02,250.1,651.8,2606.157537
17,Punjab ,Faisalabad,Wheat,2002-03,254.1,716.3,2818.96891
17,Punjab ,Faisalabad,Wheat,2003-04,265.1,789.2,2976.989815
17,Punjab ,Faisalabad,Wheat,2004-05,276.8,901.7,3257.586705
17,Punjab ,Faisalabad,Wheat,2005-06,273.6,793.5,2900.219298
17,Punjab ,Faisalabad,Wheat,2006-07,263.5,817.1,3100.948767
17,Punjab ,Faisalabad,Wheat,2007-08,265.9,697.4,2622.790523
17,Punjab ,Faisalabad,Wheat,2008-09,289.3,846,2924.300035
17,Punjab ,Gujranwala,Wheat,1981-82,268.3,351.4,1309.727917
17,Punjab ,Gujranwala,Wheat,1982-83,267.1,443.7,1661.17559
17,Punjab ,Gujranwala,Wheat,1983-84,262.6,406.7,1548.743336
17,Punjab ,Gujranwala,Wheat,1984-85,261.8,463.5,1770.435447
17,Punjab ,Gujranwala,Wheat,1985-86,270.3,534.4,1977.062523
17,Punjab ,Gujranwala,Wheat,1986-87,280.1,295.7,1055.694395
17,Punjab ,Gujranwala,Wheat,1987-88,280.9,573,2039.871841
17,Punjab ,Gujranwala,Wheat,1988-89,286.8,601.5,2097.280335
17,Punjab ,Gujranwala,Wheat,1989-90,292.6,632.3,2160.970608
17,Punjab ,Gujranwala,Wheat,1990-91,297.1,618.9,2083.136991
17,Punjab ,Gujranwala,Wheat,1991-92,304.3,635,2086.75649
17,Punjab ,Gujranwala,Wheat,1992-93,316.1,660.7,2090.161341
17,Punjab ,Gujranwala,Wheat,1993-94,193.8,421.8,2176.470588
17,Punjab ,Gujranwala,Wheat,1994-95,199.1,456.1,2290.808639
17,Punjab ,Gujranwala,Wheat,1995-96,202.3,446.9,2209.095403
17,Punjab ,Gujranwala,Wheat,1996-97,197.1,453.9,2302.891933
17,Punjab ,Gujranwala,Wheat,1997-98,195,458.2,2349.74359
17,Punjab ,Gujranwala,Wheat,1998-99,202.3,480.51,2375.2348
17,Punjab ,Gujranwala,Wheat,1999-00,214.1,631.6,2950.023354
17,Punjab ,Gujranwala,Wheat,2000-01,215.3,612.2,2843.474222
17,Punjab ,Gujranwala,Wheat,2001-02,217.7,590.8,2713.826367
17,Punjab ,Gujranwala,Wheat,2002-03,216.9,604.1,2785.154449
17,Punjab ,Gujranwala,Wheat,2003-04,223.4,647.4,2897.940913
17,Punjab ,Gujranwala,Wheat,2004-05,225.8,711.6,3151.46147
17,Punjab ,Gujranwala,Wheat,2005-06,227.4,678.3,2982.849604
17,Punjab ,Gujranwala,Wheat,2006-07,221.7,667,3008.57014
17,Punjab ,Gujranwala,Wheat,2007-08,228.6,691.9,3026.684164
17,Punjab ,Gujranwala,Wheat,2008-09,236.3,755,3195.090986
17,Punjab ,Gujrat,Wheat,1981-82,228.6,307.3,1344.269466
17,Punjab ,Gujrat,Wheat,1982-83,228.7,321.2,1404.459991
17,Punjab ,Gujrat,Wheat,1983-84,220.6,282.6,1281.051677
17,Punjab ,Gujrat,Wheat,1984-85,218.9,235.5,1075.833714
17,Punjab ,Gujrat,Wheat,1985-86,231.5,356.7,1540.820734
17,Punjab ,Gujrat,Wheat,1986-87,229.8,229,996.5187119
17,Punjab ,Gujrat,Wheat,1987-88,223.8,297.8,1330.652368
17,Punjab ,Gujrat,Wheat,1988-89,223.4,355.9,1593.106535
17,Punjab ,Gujrat,Wheat,1989-90,229,362.3,1582.09607
17,Punjab ,Gujrat,Wheat,1990-91,228.2,359.3,1574.496056
17,Punjab ,Gujrat,Wheat,1991-92,227,392.4,1728.634361
17,Punjab ,Gujrat,Wheat,1992-93,240.8,402.5,1671.511628
17,Punjab ,Gujrat,Wheat,1993-94,109.7,171.9,1567.000912
17,Punjab ,Gujrat,Wheat,1994-95,115.3,213.7,1853.425846
17,Punjab ,Gujrat,Wheat,1995-96,114.9,196.3,1708.442124
17,Punjab ,Gujrat,Wheat,1996-97,116.5,189.3,1624.892704
17,Punjab ,Gujrat,Wheat,1997-98,111.3,210.7,1893.081761
17,Punjab ,Gujrat,Wheat,1998-99,120.6,213.2,1767.827529
17,Punjab ,Gujrat,Wheat,1999-00,133.5,261,1955.05618
17,Punjab ,Gujrat,Wheat,2000-01,130.7,145.4,1112.471308
17,Punjab ,Gujrat,Wheat,2001-02,128.7,179.4,1393.939394
17,Punjab ,Gujrat,Wheat,2002-03,131.1,223.9,1707.856598
17,Punjab ,Gujrat,Wheat,2003-04,134.8,242.9,1801.928783
17,Punjab ,Gujrat,Wheat,2004-05,139.2,276.3,1984.913793
17,Punjab ,Gujrat,Wheat,2005-06,141.6,270.7,1911.723164
17,Punjab ,Gujrat,Wheat,2006-07,143.6,285.1,1985.376045
17,Punjab ,Gujrat,Wheat,2007-08,144.1,233.6,1621.096461
17,Punjab ,Gujrat,Wheat,2008-09,158.2,294,1858.40708
17,Punjab ,Jhang,Wheat,1981-82,277.2,457.2,1649.350649
17,Punjab ,Jhang,Wheat,1982-83,283.3,508,1793.152136
17,Punjab ,Jhang,Wheat,1983-84,291.4,487,1671.242279
17,Punjab ,Jhang,Wheat,1984-85,286.5,517.8,1807.329843
17,Punjab ,Jhang,Wheat,1985-86,303.6,667.4,2198.28722
17,Punjab ,Jhang,Wheat,1986-87,314.5,515.1,1637.837838
17,Punjab ,Jhang,Wheat,1987-88,312.5,610.1,1952.32
17,Punjab ,Jhang,Wheat,1988-89,320.5,673.4,2101.092044
17,Punjab ,Jhang,Wheat,1989-90,318.1,615.5,1934.926124
17,Punjab ,Jhang,Wheat,1990-91,320.1,625.7,1954.701656
17,Punjab ,Jhang,Wheat,1991-92,322.2,692,2147.734327
17,Punjab ,Jhang,Wheat,1992-93,331,684.5,2067.975831
17,Punjab ,Jhang,Wheat,1993-94,325.8,703.6,2159.607121
17,Punjab ,Jhang,Wheat,1994-95,329.8,739.3,2241.661613
17,Punjab ,Jhang,Wheat,1995-96,332.6,860.1,2585.989176
17,Punjab ,Jhang,Wheat,1996-97,331,714.8,2159.516616
17,Punjab ,Jhang,Wheat,1997-98,330.6,755.4,2284.936479
17,Punjab ,Jhang,Wheat,1998-99,327.8,736.6,2247.101891
17,Punjab ,Jhang,Wheat,1999-00,349.2,881.79,2525.171821
17,Punjab ,Jhang,Wheat,2000-01,361,919.7,2547.645429
17,Punjab ,Jhang,Wheat,2001-02,352.9,867.6,2458.486823
17,Punjab ,Jhang,Wheat,2002-03,354.1,916.2,2587.404688
17,Punjab ,Jhang,Wheat,2003-04,367,976.8,2661.580381
17,Punjab ,Jhang,Wheat,2004-05,378.8,1088.3,2873.020063
17,Punjab ,Jhang,Wheat,2005-06,385.7,1106.6,2869.069225
17,Punjab ,Jhang,Wheat,2006-07,376.3,1162.4,3089.024714
17,Punjab ,Jhang,Wheat,2007-08,371.9,963.8,2591.55687
17,Punjab ,Jhang,Wheat,2008-09,401,1122.9,2800.249377
17,Punjab ,Narowal,Wheat,1981-82,0,0,0
17,Punjab ,Narowal,Wheat,1982-83,0,0,0
17,Punjab ,Narowal,Wheat,1983-84,0,0,0
17,Punjab ,Narowal,Wheat,1984-85,0,0,0
17,Punjab ,Narowal,Wheat,1985-86,0,0,0
17,Punjab ,Narowal,Wheat,1986-87,0,0,0
17,Punjab ,Narowal,Wheat,1987-88,0,0,0
17,Punjab ,Narowal,Wheat,1988-89,0,0,0
17,Punjab ,Narowal,Wheat,1989-90,0,0,0
17,Punjab ,Narowal,Wheat,1990-91,0,0,0
17,Punjab ,Narowal,Wheat,1991-92,107.6,190.1,1766.728625
17,Punjab ,Narowal,Wheat,1992-93,114.9,225.2,1959.965187
17,Punjab ,Narowal,Wheat,1993-94,112.1,173.4,1546.833185
17,Punjab ,Narowal,Wheat,1994-95,116.1,204,1757.105943
17,Punjab ,Narowal,Wheat,1995-96,115.3,211.9,1837.814397
17,Punjab ,Narowal,Wheat,1996-97,114.1,213.6,1872.042068
17,Punjab ,Narowal,Wheat,1997-98,116.2,236.8,2037.865749
17,Punjab ,Narowal,Wheat,1998-99,123.4,218.78,1772.933549
17,Punjab ,Narowal,Wheat,1999-00,127.9,231.34,1808.756841
17,Punjab ,Narowal,Wheat,2000-01,130.7,201.5,1541.698546
17,Punjab ,Narowal,Wheat,2001-02,127.9,210.7,1647.380766
17,Punjab ,Narowal,Wheat,2002-03,123.8,244.6,1975.767367
17,Punjab ,Narowal,Wheat,2003-04,131.1,299.5,2284.515637
17,Punjab ,Narowal,Wheat,2004-05,137.2,339.9,2477.405248
17,Punjab ,Narowal,Wheat,2005-06,138,308.1,2232.608696
17,Punjab ,Narowal,Wheat,2006-07,137.6,318.4,2313.953488
17,Punjab ,Narowal,Wheat,2007-08,156.6,319.1,2037.675607
17,Punjab ,Narowal,Wheat,2008-09,159.1,311.5,1957.888121
17,Punjab ,Toba Tek Singh,Wheat,1981-82,125.5,0,0
17,Punjab ,Toba Tek Singh,Wheat,1982-83,128.7,317.3,2465.423465
17,Punjab ,Toba Tek Singh,Wheat,1983-84,126.3,266.2,2107.680127
17,Punjab ,Toba Tek Singh,Wheat,1984-85,130.3,280.9,2155.794321
17,Punjab ,Toba Tek Singh,Wheat,1985-86,133.5,340,2546.816479
17,Punjab ,Toba Tek Singh,Wheat,1986-87,137.2,249,1814.868805
17,Punjab ,Toba Tek Singh,Wheat,1987-88,137.2,298.5,2175.655977
17,Punjab ,Toba Tek Singh,Wheat,1988-89,140.8,339.8,2413.352273
17,Punjab ,Toba Tek Singh,Wheat,1989-90,140,311,2221.428571
17,Punjab ,Toba Tek Singh,Wheat,1990-91,140.4,303.2,2159.54416
17,Punjab ,Toba Tek Singh,Wheat,1991-92,141.2,348.6,2468.838527
17,Punjab ,Toba Tek Singh,Wheat,1992-93,138.4,286.6,2070.809249
17,Punjab ,Toba Tek Singh,Wheat,1993-94,141.2,340.6,2412.181303
17,Punjab ,Toba Tek Singh,Wheat,1994-95,142.9,367.1,2568.929321
17,Punjab ,Toba Tek Singh,Wheat,1995-96,143.7,318.3,2215.031315
17,Punjab ,Toba Tek Singh,Wheat,1996-97,139.6,327.6,2346.704871
17,Punjab ,Toba Tek Singh,Wheat,1997-98,140.4,375.2,2672.364672
17,Punjab ,Toba Tek Singh,Wheat,1998-99,136.8,353.11,2581.21345
17,Punjab ,Toba Tek Singh,Wheat,1999-00,143.3,469.98,3279.692952
17,Punjab ,Toba Tek Singh,Wheat,2000-01,144.9,412.9,2849.551415
17,Punjab ,Toba Tek Singh,Wheat,2001-02,142.1,401.7,2826.882477
17,Punjab ,Toba Tek Singh,Wheat,2002-03,146.5,423.2,2888.737201
17,Punjab ,Toba Tek Singh,Wheat,2003-04,151.3,428.8,2834.104428
17,Punjab ,Toba Tek Singh,Wheat,2004-05,154.6,463.5,2998.059508
17,Punjab ,Toba Tek Singh,Wheat,2005-06,158.6,460.7,2904.791929
17,Punjab ,Toba Tek Singh,Wheat,2006-07,157.8,464.2,2941.698352
17,Punjab ,Toba Tek Singh,Wheat,2007-08,157,456,2904.458599
17,Punjab ,Toba Tek Singh,Wheat,2008-09,163.1,490.4,3006.744329
17,Punjab ,Sialkot,Wheat,1981-82,281.3,309.7,1100.959829
17,Punjab ,Sialkot,Wheat,1982-83,287.3,383,1333.101288
17,Punjab ,Sialkot,Wheat,1983-84,256.6,278.8,1086.515978
17,Punjab ,Sialkot,Wheat,1984-85,267.1,307.9,1152.751778
17,Punjab ,Sialkot,Wheat,1985-86,268.3,370,1379.053299
17,Punjab ,Sialkot,Wheat,1986-87,271.5,162.6,598.8950276
