PDF_Page,Province,District,Item,Year,area_000_hectares,production_000_tonnes,hg/ha_yield
44,Balochistan ,Dera Bughti,Rice,1994-95,0,0,0
44,Balochistan ,Dera Bughti,Rice,1995-96,0,0,0
44,Balochistan ,Dera Bughti,Rice,1996-97,0,0,0
44,Balochistan ,Dera Bughti,Rice,1997-98,0,0,0
44,Balochistan ,Dera Bughti,Rice,1998-99,0,0,0
44,Balochistan ,Dera Bughti,Rice,1999-00,0,0,0
44,Balochistan ,Dera Bughti,Rice,2000-01,0,0,0
44,Balochistan ,Dera Bughti,Rice,2001-02,0,0,0
44,Balochistan ,Dera Bughti,Rice,2002-03,0,0,0
44,Balochistan ,Dera Bughti,Rice,2003-04,0,0,0
44,Balochistan ,Dera Bughti,Rice,2004-05,0,0,0
44,Balochistan ,Dera Bughti,Rice,2005-06,0,0,0
44,Balochistan ,Jafferabad,Rice,1981-82,0,0,0
44,Balochistan ,Jafferabad,Rice,1982-83,0,0,0
44,Balochistan ,Jafferabad,Rice,1983-84,0,0,0
44,Balochistan ,Jafferabad,Rice,1984-85,0,0,0
44,Balochistan ,Jafferabad,Rice,1985-86,0,0,0
44,Balochistan ,Jafferabad,Rice,1986-87,0,0,0
44,Balochistan ,Jafferabad,Rice,1987-88,0,0,0
44,Balochistan ,Jafferabad,Rice,1988-89,64.4,167.2,2596.273292
44,Balochistan ,Jafferabad,Rice,1989-90,65.3,169.1,2589.586524
44,Balochistan ,Jafferabad,Rice,1990-91,65.7,173.1,2634.703196
44,Balochistan ,Jafferabad,Rice,1991-92,66.2,177.9,2687.311178
44,Balochistan ,Jafferabad,Rice,1992-93,68,183,2691.176471
44,Balochistan ,Jafferabad,Rice,1993-94,68.1,183.7,2697.503671
44,Balochistan ,Jafferabad,Rice,1994-95,70.5,139.9,1984.397163
44,Balochistan ,Jafferabad,Rice,1995-96,74,202,2729.72973
44,Balochistan ,Jafferabad,Rice,1996-97,75.7,207.8,2745.046235
44,Balochistan ,Jafferabad,Rice,1997-98,92.5,254.1,2747.027027
44,Balochistan ,Jafferabad,Rice,1998-99,93.4,256.5,2746.252677
44,Balochistan ,Jafferabad,Rice,1999-00,87.4,248.1,2838.672769
44,Balochistan ,Jafferabad,Rice,2000-01,0,0,0
44,Balochistan ,Jafferabad,Rice,2001-02,0,0,0
44,Balochistan ,Jafferabad,Rice,2002-03,0,0,0
44,Balochistan ,Jafferabad,Rice,2003-04,93.8,229,2441.364606
44,Balochistan ,Jafferabad,Rice,2004-05,96.4,235,2437.759336
44,Balochistan ,Jafferabad,Rice,2005-06,140.7,343,2437.810945
44,Balochistan ,Jafferabad,Rice,2006-07,127.3,289.5,2274.155538
44,Balochistan ,Jafferabad,Rice,2007-08,100.2,227.9,2274.451098
44,Balochistan ,Jafferabad,Rice,2008-09,127.5,432.3,3390.588235
44,Balochistan ,Jhal Magsi,Rice,1981-82,0,0,0
44,Balochistan ,Jhal Magsi,Rice,1982-83,0,0,0
44,Balochistan ,Jhal Magsi,Rice,1983-84,0,0,0
44,Balochistan ,Jhal Magsi,Rice,1984-85,0,0,0
44,Balochistan ,Jhal Magsi,Rice,1985-86,0,0,0
44,Balochistan ,Jhal Magsi,Rice,1986-87,0,0,0
44,Balochistan ,Jhal Magsi,Rice,1987-88,0,0,0
44,Balochistan ,Jhal Magsi,Rice,1988-89,0,0,0
44,Balochistan ,Jhal Magsi,Rice,1989-90,0,0,0
44,Balochistan ,Jhal Magsi,Rice,1990-91,0,0,0
44,Balochistan ,Jhal Magsi,Rice,1991-92,0,0,0
44,Balochistan ,Jhal Magsi,Rice,1992-93,0.9,2.7,3000
44,Balochistan ,Jhal Magsi,Rice,1993-94,0.9,2.8,3111.111111
44,Balochistan ,Jhal Magsi,Rice,1994-95,0.9,2,2222.222222
44,Balochistan ,Jhal Magsi,Rice,1995-96,0.9,2.8,3111.111111
44,Balochistan ,Jhal Magsi,Rice,1996-97,1,2.9,2900
44,Balochistan ,Jhal Magsi,Rice,1997-98,0.2,0.7,3500
44,Balochistan ,Jhal Magsi,Rice,1998-99,0.2,0.6,3000
44,Balochistan ,Jhal Magsi,Rice,1999-00,0.2,0.6,3000
44,Balochistan ,Jhal Magsi,Rice,2000-01,0,0,0
44,Balochistan ,Jhal Magsi,Rice,2001-02,0,0,0
44,Balochistan ,Jhal Magsi,Rice,2002-03,0,0,0
44,Balochistan ,Jhal Magsi,Rice,2003-04,0.2,0.5,2500
44,Balochistan ,Jhal Magsi,Rice,2004-05,0.2,0.5,2500
44,Balochistan ,Jhal Magsi,Rice,2005-06,0.3,1.1,3666.666667
44,Balochistan ,Jhal Magsi,Rice,2006-07,0.4,1.1,2750
44,Balochistan ,Jhal Magsi,Rice,2007-08,0,0,0
44,Balochistan ,Jhal Magsi,Rice,2008-09,0,0,0
44,Balochistan ,Nasirabad,Rice,1981-82,88.1,280.4,3182.746879
44,Balochistan ,Nasirabad,Rice,1982-83,113.3,360.7,3183.583407
44,Balochistan ,Nasirabad,Rice,1983-84,105.2,331.2,3148.288973
44,Balochistan ,Nasirabad,Rice,1984-85,112.3,314.4,2799.643811
44,Balochistan ,Nasirabad,Rice,1985-86,90.8,250,2753.303965
44,Balochistan ,Nasirabad,Rice,1986-87,0,0,0
44,Balochistan ,Nasirabad,Rice,1987-88,0,0,0
44,Balochistan ,Nasirabad,Rice,1988-89,0,0,0
44,Balochistan ,Nasirabad,Rice,1989-90,0,0,0
44,Balochistan ,Nasirabad,Rice,1990-91,0,0,0
44,Balochistan ,Nasirabad,Rice,1991-92,0,0,0
44,Balochistan ,Nasirabad,Rice,1992-93,47,132.4,2817.021277
44,Balochistan ,Nasirabad,Rice,1993-94,48,138.9,2893.75
44,Balochistan ,Nasirabad,Rice,1994-95,48.4,87.6,1809.917355
44,Balochistan ,Nasirabad,Rice,1995-96,48.5,134.3,2769.072165
44,Balochistan ,Nasirabad,Rice,1996-97,49.2,137.1,2786.585366
44,Balochistan ,Nasirabad,Rice,1997-98,51.1,144.8,2833.659491
44,Balochistan ,Nasirabad,Rice,1998-99,57.2,161.7,2826.923077
44,Balochistan ,Nasirabad,Rice,1999-00,53.4,159,2977.52809
44,Balochistan ,Nasirabad,Rice,2000-01,140,406.2,2901.428571
44,Balochistan ,Nasirabad,Rice,2001-02,112.1,327.3,2919.714541
44,Balochistan ,Nasirabad,Rice,2002-03,155.5,453.9,2918.971061
44,Balochistan ,Nasirabad,Rice,2003-04,58.2,170.5,2929.553265
44,Balochistan ,Nasirabad,Rice,2004-05,60.4,178.5,2955.298013
44,Balochistan ,Nasirabad,Rice,2005-06,59.4,174.9,2944.444444
44,Balochistan ,Nasirabad,Rice,2006-07,60.2,177.5,2948.504983
44,Balochistan ,Nasirabad,Rice,2007-08,34,100.2,2947.058824
44,Balochistan ,Nasirabad,Rice,2008-09,61.2,208.6,3408.496732
44,Balochistan ,Tamboo,Rice,1981-82,0,0,0
44,Balochistan ,Tamboo,Rice,1982-83,0,0,0
44,Balochistan ,Tamboo,Rice,1983-84,0,0,0
44,Balochistan ,Tamboo,Rice,1984-85,0,0,0
44,Balochistan ,Tamboo,Rice,1985-86,0,0,0
44,Balochistan ,Tamboo,Rice,1986-87,96,278.7,2903.125
44,Balochistan ,Tamboo,Rice,1987-88,92.5,238.2,2575.135135
44,Balochistan ,Tamboo,Rice,1988-89,39.5,105.8,2678.481013
44,Balochistan ,Tamboo,Rice,1989-90,40,107.7,2692.5
44,Balochistan ,Tamboo,Rice,1990-91,40.1,107.2,2673.316708
44,Balochistan ,Tamboo,Rice,1991-92,40.3,104.8,2600.496278
44,Balochistan ,Tamboo,Rice,1992-93,0,0,0
44,Balochistan ,Tamboo,Rice,1993-94,0,0,0
44,Balochistan ,Tamboo,Rice,1994-95,0,0,0
44,Balochistan ,Tamboo,Rice,1995-96,0,0,0
44,Balochistan ,Tamboo,Rice,1996-97,0,0,0
44,Balochistan ,Tamboo,Rice,1997-98,0,0,0
44,Balochistan ,Tamboo,Rice,1998-99,0,0,0
44,Balochistan ,Tamboo,Rice,1999-00,0,0,0
44,Balochistan ,Tamboo,Rice,2000-01,0,0,0
44,Balochistan ,Tamboo,Rice,2001-02,0,0,0
44,Balochistan ,Tamboo,Rice,2002-03,0,0,0
44,Balochistan ,Tamboo,Rice,2003-04,0,0,0
44,Balochistan ,Tamboo,Rice,2004-05,0,0,0
44,Balochistan ,Tamboo,Rice,2005-06,0,0,0
44,Balochistan ,Tamboo,Rice,2006-07,0,0,0
44,Balochistan ,Tamboo,Rice,2007-08,0,0,0
44,Balochistan ,Tamboo,Rice,2008-09,0,0,0
45,Balochistan ,Awaran,Rice,1981-82,0,0,0
45,Balochistan ,Awaran,Rice,1982-83,0,0,0
45,Balochistan ,Awaran,Rice,1983-84,0,0,0
45,Balochistan ,Awaran,Rice,1984-85,0,0,0
45,Balochistan ,Awaran,Rice,1985-86,0,0,0
45,Balochistan ,Awaran,Rice,1986-87,0,0,0
45,Balochistan ,Awaran,Rice,1987-88,0,0,0
45,Balochistan ,Awaran,Rice,1988-89,0,0,0
45,Balochistan ,Awaran,Rice,1989-90,0,0,0
45,Balochistan ,Awaran,Rice,1990-91,0,0,0
45,Balochistan ,Awaran,Rice,1991-92,0,0,0
45,Balochistan ,Awaran,Rice,1992-93,0,0,0
45,Balochistan ,Awaran,Rice,1993-94,0,0,0
45,Balochistan ,Awaran,Rice,1994-95,0,0,0
45,Balochistan ,Awaran,Rice,1995-96,0,0,0
45,Balochistan ,Awaran,Rice,1996-97,0,0,0
45,Balochistan ,Awaran,Rice,1997-98,0,0,0
45,Balochistan ,Awaran,Rice,1998-99,0,0,0
45,Balochistan ,Awaran,Rice,1999-00,0,0,0
45,Balochistan ,Awaran,Rice,2000-01,0,0,0
45,Balochistan ,Awaran,Rice,2001-02,0,0,0
45,Balochistan ,Awaran,Rice,2002-03,0,0,0
45,Balochistan ,Awaran,Rice,2003-04,0,0,0
45,Balochistan ,Awaran,Rice,2004-05,0,0,0
45,Balochistan ,Awaran,Rice,2005-06,0,0,0
45,Balochistan ,Awaran,Rice,2006-07,0,0,0
45,Balochistan ,Awaran,Rice,2007-08,0.1,0.2,2000
45,Balochistan ,Awaran,Rice,2008-09,0.1,0.2,2000
45,Balochistan ,Gwadar,Rice,1981-82,0,0,0
45,Balochistan ,Gwadar,Rice,1982-83,0,0,0
45,Balochistan ,Gwadar,Rice,1983-84,0,0,0
45,Balochistan ,Gwadar,Rice,1984-85,0,0,0
45,Balochistan ,Gwadar,Rice,1985-86,0,0,0
45,Balochistan ,Gwadar,Rice,1986-87,0,0,0
45,Balochistan ,Gwadar,Rice,1987-88,0,0,0
45,Balochistan ,Gwadar,Rice,1988-89,0,0,0
45,Balochistan ,Gwadar,Rice,1989-90,0,0,0
45,Balochistan ,Gwadar,Rice,1990-91,0,0,0
45,Balochistan ,Gwadar,Rice,1991-92,0,0,0
45,Balochistan ,Gwadar,Rice,1992-93,0,0,0
45,Balochistan ,Gwadar,Rice,1993-94,0,0,0
45,Balochistan ,Gwadar,Rice,1994-95,0,0,0
45,Balochistan ,Gwadar,Rice,1995-96,0,0,0
45,Balochistan ,Gwadar,Rice,1996-97,0,0,0
45,Balochistan ,Gwadar,Rice,1997-98,0,0,0
45,Balochistan ,Gwadar,Rice,1998-99,0,0,0
45,Balochistan ,Gwadar,Rice,1999-00,0,0,0
45,Balochistan ,Gwadar,Rice,2000-01,0,0,0
45,Balochistan ,Gwadar,Rice,2001-02,0,0,0
45,Balochistan ,Gwadar,Rice,2002-03,0,0,0
45,Balochistan ,Gwadar,Rice,2003-04,0,0,0
45,Balochistan ,Gwadar,Rice,2004-05,0,0,0
45,Balochistan ,Gwadar,Rice,2005-06,0,0,0
45,Balochistan ,Gwadar,Rice,2006-07,0,0,0
45,Balochistan ,Gwadar,Rice,2007-08,0,0,0
45,Balochistan ,Gwadar,Rice,2008-09,0,0,0
45,Balochistan ,Killa Abdullah,Rice,1981-82,0,0,0
45,Balochistan ,Killa Abdullah,Rice,1982-83,0,0,0
45,Balochistan ,Killa Abdullah,Rice,1983-84,0,0,0
45,Balochistan ,Killa Abdullah,Rice,1984-85,0,0,0
45,Balochistan ,Killa Abdullah,Rice,1985-86,0,0,0
45,Balochistan ,Killa Abdullah,Rice,1986-87,0,0,0
45,Balochistan ,Killa Abdullah,Rice,1987-88,0,0,0
45,Balochistan ,Killa Abdullah,Rice,1988-89,0,0,0
45,Balochistan ,Killa Abdullah,Rice,1989-90,0,0,0
45,Balochistan ,Killa Abdullah,Rice,1990-91,0,0,0
45,Balochistan ,Killa Abdullah,Rice,1991-92,0,0,0
45,Balochistan ,Killa Abdullah,Rice,1992-93,0,0,0
45,Balochistan ,Killa Abdullah,Rice,1993-94,0,0,0
45,Balochistan ,Killa Abdullah,Rice,1994-95,0,0,0
45,Balochistan ,Killa Abdullah,Rice,1995-96,0,0,0
45,Balochistan ,Killa Abdullah,Rice,1996-97,0,0,0
45,Balochistan ,Killa Abdullah,Rice,1997-98,0,0,0
45,Balochistan ,Killa Abdullah,Rice,1998-99,0,0,0
45,Balochistan ,Killa Abdullah,Rice,1999-00,0,0,0
45,Balochistan ,Killa Abdullah,Rice,2000-01,0,0,0
45,Balochistan ,Killa Abdullah,Rice,2001-02,0,0,0
45,Balochistan ,Killa Abdullah,Rice,2002-03,0,0,0
45,Balochistan ,Killa Abdullah,Rice,2003-04,0,0,0
45,Balochistan ,Killa Abdullah,Rice,2004-05,0,0,0
45,Balochistan ,Killa Abdullah,Rice,2005-06,0,0,0
45,Balochistan ,Killa Abdullah,Rice,2006-07,0,0,0
45,Balochistan ,Killa Abdullah,Rice,2007-08,0,0,0
45,Balochistan ,Killa Abdullah,Rice,2008-09,0,0,0
45,Balochistan ,Kharan,Rice,1981-82,0,0,0
45,Balochistan ,Kharan,Rice,1982-83,0,0,0
45,Balochistan ,Kharan,Rice,1983-84,0,0,0
45,Balochistan ,Kharan,Rice,1984-85,0,0,0
45,Balochistan ,Kharan,Rice,1985-86,0,0,0
45,Balochistan ,Kharan,Rice,1986-87,0,0,0
45,Balochistan ,Kharan,Rice,1987-88,0,0,0
45,Balochistan ,Kharan,Rice,1988-89,0,0,0
45,Balochistan ,Kharan,Rice,1989-90,0,0,0
45,Balochistan ,Kharan,Rice,1990-91,0,0,0
45,Balochistan ,Kharan,Rice,1991-92,0,0,0
45,Balochistan ,Kharan,Rice,1992-93,0,0,0
45,Balochistan ,Kharan,Rice,1993-94,0,0,0
45,Balochistan ,Kharan,Rice,1994-95,0,0,0
45,Balochistan ,Kharan,Rice,1995-96,0,0,0
45,Balochistan ,Kharan,Rice,1996-97,0,0,0
45,Balochistan ,Kharan,Rice,1997-98,0,0,0
45,Balochistan ,Kharan,Rice,1998-99,0,0,0
45,Balochistan ,Kharan,Rice,1999-00,0,0,0
45,Balochistan ,Kharan,Rice,2000-01,0,0,0
45,Balochistan ,Kharan,Rice,2001-02,0,0,0
45,Balochistan ,Kharan,Rice,2002-03,0,0,0
45,Balochistan ,Kharan,Rice,2003-04,0,0,0
45,Balochistan ,Kharan,Rice,2004-05,0,0,0
45,Balochistan ,Kharan,Rice,2005-06,0,0,0
45,Balochistan ,Kharan,Rice,2006-07,0,0,0
45,Balochistan ,Kharan,Rice,2007-08,0,0,0
45,Balochistan ,Kharan,Rice,2008-09,0,0,0
45,Balochistan ,Khuzdar,Rice,1981-82,0.5,0.6,1200
45,Balochistan ,Khuzdar,Rice,1982-83,1.2,1.5,1250
45,Balochistan ,Khuzdar,Rice,1983-84,1.1,1.3,1181.818182
45,Balochistan ,Khuzdar,Rice,1984-85,1.3,1.8,1384.615385
45,Balochistan ,Khuzdar,Rice,1985-86,1.3,1.9,1461.538462
45,Balochistan ,Khuzdar,Rice,1986-87,1.3,1.9,1461.538462
45,Balochistan ,Khuzdar,Rice,1987-88,0.4,0.5,1250
45,Balochistan ,Khuzdar,Rice,1988-89,0.6,1,1666.666667
45,Balochistan ,Khuzdar,Rice,1989-90,0.7,1.1,1571.428571
45,Balochistan ,Khuzdar,Rice,1990-91,0.7,1.1,1571.428571
45,Balochistan ,Khuzdar,Rice,1991-92,1.2,1.9,1583.333333
45,Balochistan ,Khuzdar,Rice,1992-93,3.6,6.3,1750
45,Balochistan ,Khuzdar,Rice,1993-94,2.7,5,1851.851852
45,Balochistan ,Khuzdar,Rice,1994-95,2.7,4.3,1592.592593
45,Balochistan ,Khuzdar,Rice,1995-96,2.7,4.8,1777.777778
45,Balochistan ,Khuzdar,Rice,1996-97,2.8,4.8,1714.285714
45,Balochistan ,Khuzdar,Rice,1997-98,6.3,11.5,1825.396825
45,Balochistan ,Khuzdar,Rice,1998-99,6.4,11.8,1843.75
45,Balochistan ,Khuzdar,Rice,1999-00,6.4,11.9,1859.375
45,Balochistan ,Khuzdar,Rice,2000-01,1.9,3.3,1736.842105
45,Balochistan ,Khuzdar,Rice,2001-02,3.2,5.3,1656.25
45,Balochistan ,Khuzdar,Rice,2002-03,7.5,12.1,1613.333333
45,Balochistan ,Khuzdar,Rice,2003-04,7.4,12.1,1635.135135
45,Balochistan ,Khuzdar,Rice,2004-05,4.2,6.9,1642.857143
45,Balochistan ,Khuzdar,Rice,2005-06,5.7,9.5,1666.666667
45,Balochistan ,Khuzdar,Rice,2006-07,5.8,9.5,1637.931034
45,Balochistan ,Khuzdar,Rice,2007-08,1.9,3.1,1631.578947
45,Balochistan ,Khuzdar,Rice,2008-09,1.3,2.6,2000
45,Balochistan ,Lasbela,Rice,1984-85,0.1,0.1,1000
45,Balochistan ,Lasbela,Rice,1985-86,0.1,0.1,1000
45,Balochistan ,Lasbela,Rice,1986-87,0,0,0
45,Balochistan ,Lasbela,Rice,1987-88,0.1,0.1,1000
45,Balochistan ,Lasbela,Rice,1988-89,0.1,0.1,1000
45,Balochistan ,Lasbela,Rice,1989-90,0,0,0
45,Balochistan ,Lasbela,Rice,1990-91,0,0,0
45,Balochistan ,Lasbela,Rice,1991-92,0,0,0
45,Balochistan ,Lasbela,Rice,1992-93,0,0,0
45,Balochistan ,Lasbela,Rice,1993-94,0,0,0
45,Balochistan ,Lasbela,Rice,1994-95,0.1,0.1,1000
45,Balochistan ,Lasbela,Rice,1995-96,0.1,0.1,1000
45,Balochistan ,Lasbela,Rice,1996-97,0.1,0.1,1000
45,Balochistan ,Lasbela,Rice,1997-98,0,0,0
45,Balochistan ,Lasbela,Rice,1998-99,0,0.1,0
45,Balochistan ,Lasbela,Rice,1999-00,0,0.1,0
45,Balochistan ,Lasbela,Rice,2000-01,0,0.1,0
45,Balochistan ,Lasbela,Rice,2001-02,0,0,0
45,Balochistan ,Lasbela,Rice,2002-03,0.1,0.2,2000
45,Balochistan ,Lasbela,Rice,2003-04,0.1,0.2,2000
45,Balochistan ,Lasbela,Rice,2004-05,0.1,0.2,2000
45,Balochistan ,Lasbela,Rice,2005-06,0.1,0.2,2000
45,Balochistan ,Lasbela,Rice,2006-07,0.1,0.2,2000
45,Balochistan ,Lasbela,Rice,2007-08,0,0,0
45,Balochistan ,Lasbela,Rice,2008-09,0,0,0
45,Balochistan ,Mastung,Rice,1981-82,0,0,0
45,Balochistan ,Mastung,Rice,1982-83,0,0,0
45,Balochistan ,Mastung,Rice,1983-84,0,0,0
45,Balochistan ,Mastung,Rice,1984-85,0,0,0
45,Balochistan ,Mastung,Rice,1985-86,0,0,0
45,Balochistan ,Mastung,Rice,1986-87,0,0,0
45,Balochistan ,Mastung,Rice,1987-88,0,0,0
45,Balochistan ,Mastung,Rice,1988-89,0,0,0
45,Balochistan ,Mastung,Rice,1989-90,0,0,0
45,Balochistan ,Mastung,Rice,1990-91,0,0,0
45,Balochistan ,Mastung,Rice,1991-92,0,0,0
45,Balochistan ,Mastung,Rice,1992-93,0,0,0
45,Balochistan ,Mastung,Rice,1993-94,0,0,0
45,Balochistan ,Mastung,Rice,1994-95,0,0,0
45,Balochistan ,Mastung,Rice,1995-96,0,0,0
45,Balochistan ,Mastung,Rice,1996-97,0,0,0
45,Balochistan ,Mastung,Rice,1997-98,0,0,0
45,Balochistan ,Mastung,Rice,1998-99,0,0,0
45,Balochistan ,Mastung,Rice,1999-00,0,0,0
45,Balochistan ,Mastung,Rice,2000-01,0,0,0
45,Balochistan ,Mastung,Rice,2001-02,0,0,0
45,Balochistan ,Mastung,Rice,2002-03,0,0,0
45,Balochistan ,Mastung,Rice,2003-04,0,0,0
45,Balochistan ,Mastung,Rice,2004-05,0,0,0
45,Balochistan ,Mastung,Rice,2005-06,0,0,0
45,Balochistan ,Mastung,Rice,2006-07,0,0,0
45,Balochistan ,Mastung,Rice,2007-08,0,0,0
45,Balochistan ,Mastung,Rice,2008-09,0,0,0
45,Balochistan ,Panjgur,Rice,1982-83,0.1,0.2,2000
45,Balochistan ,Panjgur,Rice,1983-84,0.2,0.3,1500
45,Balochistan ,Panjgur,Rice,1984-85,0.2,0.2,1000
45,Balochistan ,Panjgur,Rice,1985-86,0.2,0.2,1000
45,Balochistan ,Panjgur,Rice,1986-87,0.2,0.2,1000
45,Balochistan ,Panjgur,Rice,1987-88,0.1,0.2,2000
45,Balochistan ,Panjgur,Rice,1988-89,0.1,0.1,1000
45,Balochistan ,Panjgur,Rice,1989-90,0.1,0.1,1000
45,Balochistan ,Panjgur,Rice,1990-91,0.1,0.1,1000
45,Balochistan ,Panjgur,Rice,1991-92,0,0,0
45,Balochistan ,Panjgur,Rice,1992-93,0,0,0
45,Balochistan ,Panjgur,Rice,1993-94,0.1,0.1,1000
45,Balochistan ,Panjgur,Rice,1994-95,0.1,0.1,1000
45,Balochistan ,Panjgur,Rice,1995-96,0.1,0.1,1000
45,Balochistan ,Panjgur,Rice,1996-97,0.1,0.1,1000
45,Balochistan ,Panjgur,Rice,1997-98,0.1,0.1,1000
45,Balochistan ,Panjgur,Rice,1998-99,0,0.1,0
45,Balochistan ,Panjgur,Rice,1999-00,0,0,0
45,Balochistan ,Panjgur,Rice,2000-01,0.1,0.1,1000
45,Balochistan ,Panjgur,Rice,2001-02,0.1,0.1,1000
45,Balochistan ,Panjgur,Rice,2002-03,0,0,0
45,Balochistan ,Panjgur,Rice,2003-04,0,0,0
45,Balochistan ,Panjgur,Rice,2004-05,0,0,0
45,Balochistan ,Panjgur,Rice,2005-06,0,0,0
45,Balochistan ,Panjgur,Rice,2006-07,0,0,0
45,Balochistan ,Panjgur,Rice,2007-08,0,0,0
45,Balochistan ,Panjgur,Rice,2008-09,0,0,0
48,Punjab ,Attock,Maize,1981-82,12.2,13.4,1098.360656
48,Punjab ,Attock,Maize,1982-83,11.5,12.3,1069.565217
48,Punjab ,Attock,Maize,1983-84,11.4,12.7,1114.035088
48,Punjab ,Attock,Maize,1984-85,11.6,12.8,1103.448276
48,Punjab ,Attock,Maize,1985-86,12.6,12.8,1015.873016
48,Punjab ,Attock,Maize,1986-87,11.7,13.1,1119.65812
48,Punjab ,Attock,Maize,1987-88,9.8,9.5,969.3877551
48,Punjab ,Attock,Maize,1988-89,12.9,14,1085.271318
48,Punjab ,Attock,Maize,1989-90,12.8,13.9,1085.9375
48,Punjab ,Attock,Maize,1990-91,12,14.3,1191.666667
48,Punjab ,Attock,Maize,1991-92,14.9,16.2,1087.248322
48,Punjab ,Attock,Maize,1992-93,16.8,17.6,1047.619048
48,Punjab ,Attock,Maize,1993-94,18.5,19.1,1032.432432
48,Punjab ,Attock,Maize,1994-95,18.5,20.1,1086.486486
48,Punjab ,Attock,Maize,1995-96,17.1,19,1111.111111
48,Punjab ,Attock,Maize,1996-97,17.5,19.2,1097.142857
48,Punjab ,Attock,Maize,1997-98,17.2,18.8,1093.023256
48,Punjab ,Attock,Maize,1998-99,19.7,24.4,1238.57868
48,Punjab ,Attock,Maize,1999-00,20.3,22.2,1093.596059
48,Punjab ,Attock,Maize,2000-01,20.1,22.3,1109.452736
48,Punjab ,Attock,Maize,2001-02,21,23.5,1119.047619
48,Punjab ,Attock,Maize,2002-03,19.3,22.7,1176.165803
48,Punjab ,Attock,Maize,2003-04,18.4,20.7,1125
48,Punjab ,Attock,Maize,2004-05,16.7,7,419.1616766
48,Punjab ,Attock,Maize,2005-06,17,14.9,876.4705882
48,Punjab ,Attock,Maize,2006-07,16.4,14.2,865.8536585
48,Punjab ,Attock,Maize,2007-08,15.8,16.4,1037.974684
48,Punjab ,Attock,Maize,2008-09,16.6,17.3,1042.168675
48,Punjab ,Bhakkar,Maize,1981-82,0.4,0.4,1000
48,Punjab ,Bhakkar,Maize,1982-83,0.5,0.6,1200
48,Punjab ,Bhakkar,Maize,1983-84,0.6,0.7,1166.666667
48,Punjab ,Bhakkar,Maize,1984-85,0.7,0.7,1000
48,Punjab ,Bhakkar,Maize,1985-86,0.6,0.6,1000
48,Punjab ,Bhakkar,Maize,1986-87,0.8,0.8,1000
48,Punjab ,Bhakkar,Maize,1987-88,0.9,1,1111.111111
48,Punjab ,Bhakkar,Maize,1988-89,0.5,0.5,1000
48,Punjab ,Bhakkar,Maize,1989-90,0.7,0.8,1142.857143
48,Punjab ,Bhakkar,Maize,1990-91,0.8,0.9,1125
48,Punjab ,Bhakkar,Maize,1991-92,1.3,1.4,1076.923077
48,Punjab ,Bhakkar,Maize,1992-93,1.2,1.3,1083.333333
48,Punjab ,Bhakkar,Maize,1993-94,1.3,1.4,1076.923077
48,Punjab ,Bhakkar,Maize,1994-95,1.3,1.6,1230.769231
48,Punjab ,Bhakkar,Maize,1995-96,1.4,1.5,1071.428571
48,Punjab ,Bhakkar,Maize,1996-97,0.7,0.9,1285.714286
48,Punjab ,Bhakkar,Maize,1997-98,1.2,1.4,1166.666667
48,Punjab ,Bhakkar,Maize,1998-99,1,1.1,1100
48,Punjab ,Bhakkar,Maize,1999-00,0.8,1,1250
48,Punjab ,Bhakkar,Maize,2000-01,0.7,0.9,1285.714286
48,Punjab ,Bhakkar,Maize,2001-02,0.6,0.8,1333.333333
48,Punjab ,Bhakkar,Maize,2002-03,0.6,0.8,1333.333333
48,Punjab ,Bhakkar,Maize,2003-04,0.6,0.8,1333.333333
48,Punjab ,Bhakkar,Maize,2004-05,0.8,1.1,1375
48,Punjab ,Bhakkar,Maize,2005-06,1,1.2,1200
48,Punjab ,Bhakkar,Maize,2006-07,1.1,1.2,1090.909091
48,Punjab ,Bhakkar,Maize,2007-08,1,0.9,900
48,Punjab ,Bhakkar,Maize,2008-09,1.2,1.1,916.6666667
48,Punjab ,Khushab,Maize,1981-82,2,2.5,1250
48,Punjab ,Khushab,Maize,1982-83,2.1,2.6,1238.095238
48,Punjab ,Khushab,Maize,1983-84,2.1,2.5,1190.47619
48,Punjab ,Khushab,Maize,1984-85,2.4,3.1,1291.666667
48,Punjab ,Khushab,Maize,1985-86,2,2.5,1250
48,Punjab ,Khushab,Maize,1986-87,2.1,2.7,1285.714286
48,Punjab ,Khushab,Maize,1987-88,1.9,2.4,1263.157895
48,Punjab ,Khushab,Maize,1988-89,2.3,2.8,1217.391304
48,Punjab ,Khushab,Maize,1989-90,2.3,2.7,1173.913043
48,Punjab ,Khushab,Maize,1990-91,2,2.6,1300
48,Punjab ,Khushab,Maize,1991-92,1.7,2.2,1294.117647
48,Punjab ,Khushab,Maize,1992-93,1.3,1.1,846.1538462
48,Punjab ,Khushab,Maize,1993-94,1.9,2,1052.631579
48,Punjab ,Khushab,Maize,1994-95,1.8,2.1,1166.666667
48,Punjab ,Khushab,Maize,1995-96,1.1,1.3,1181.818182
48,Punjab ,Khushab,Maize,1996-97,1.2,1.5,1250
48,Punjab ,Khushab,Maize,1997-98,1,1.2,1200
48,Punjab ,Khushab,Maize,1998-99,0.9,1.2,1333.333333
48,Punjab ,Khushab,Maize,1999-00,0.7,1,1428.571429
48,Punjab ,Khushab,Maize,2000-01,0.7,1,1428.571429
